"","year","id","c_name","name","life_period","center_lowest_pa","center_stronger_wind","strom_7_R","strom_10_R","warming_times","start_time","end_time"
"871",1999,199913,"«Â©_º¸","VIRGIL",2,"---",28,0,0,0,1999-08-25 12:00:00,1999-08-27 18:00:00
"873",1999,199912,"ÃÓ¨È","TANYA",3,"---",25,0,0,0,1999-08-20 06:00:00,1999-08-23 18:00:00
"875",1999,199911,"¤s©i","SAM",4,"---",33,0,0,18,1999-08-19 06:00:00,1999-08-23 06:00:00
"877",1999,199910,"·çµX¨à","RACHEL",0,"---",18,0,0,0,1999-08-08 00:00:00,1999-08-08 12:00:00
"879",1999,199909,"«OÃ¹","PAUL",3,"---",23,0,0,0,1999-08-04 18:00:00,1999-08-07 06:00:00
"881",1999,199908,"¼Ú¨Î","OLGA",4,"---",33,0,0,0,1999-07-30 00:00:00,1999-08-03 18:00:00
"883",1999,199907,"¥§º¸","NEIL",1,"---",23,0,0,0,1999-07-26 00:00:00,1999-07-27 12:00:00
"885",1999,199906,"º¿®V","MAGGIE",6,"---",38,0,0,20,1999-06-02 06:00:00,1999-06-08 00:00:00
"887",1999,199905,"§õ¼Ú","LEO",4,"---",38,0,0,0,1999-04-28 12:00:00,1999-05-02 18:00:00
"889",1999,199904,"³Í¯S","KATE",5,"---",30,0,0,0,1999-04-23 00:00:00,1999-04-28 18:00:00
"891",1999,199903,"¸ë¥i¤ñ","JACOB",0,"---",18,0,0,0,1999-04-09 00:00:00,1999-04-09 06:00:00
"893",1999,199902,"¦ã·çµ·","IRIS",1,"---",18,0,0,0,1999-02-17 06:00:00,1999-02-18 12:00:00
"895",1999,199901,"»®ÌH","HILDA",0,"---",18,0,0,0,1999-01-07 00:00:00,1999-01-07 06:00:00
"897",1998,199817,"¦Nº¸","GIL",1,"---",18,0,0,0,1998-12-11 06:00:00,1998-12-12 12:00:00
"899",1998,199816,"¶Oµ·","FAITH",4,"---",35,0,0,0,1998-12-10 00:00:00,1998-12-14 12:00:00
"901",1998,199815,"¦ãºûµ·","ELVIS",1,"---",23,0,0,0,1998-11-25 06:00:00,1998-11-26 06:00:00
"903",1998,199814,"¹D®¦","DAWN",1,"---",18,0,0,0,1998-11-19 06:00:00,1998-11-20 00:00:00
"905",1998,199813,"©_´¶","CHIP",2,"---",20,0,0,0,1998-11-12 12:00:00,1998-11-14 06:00:00
"907",1998,199812,"ªÝ¤ñµ·","BABS",12,"---",43,0,0,18,1998-10-15 12:00:00,1998-10-27 12:00:00
"909",1998,199811,"¨È¤O¤h","ALEX",1,"---",20,0,0,0,1998-10-11 06:00:00,1998-10-12 00:00:00
"911",1998,199810,"·ç§B","ZEB",8,"---",55,0,0,30,1998-10-10 18:00:00,1998-10-18 00:00:00
"913",1998,199809,"·¨©g","YANNI",3,"---",30,0,0,14,1998-09-27 12:00:00,1998-09-30 12:00:00
"915",1998,199808,"¥Ëº¸¹D","WALDO",0,"---",40,0,0,0,1998-09-21 00:00:00,1998-09-21 12:00:00
"917",1998,199807,"ºûµX","VICKI",6,"---",38,0,0,0,1998-09-17 18:00:00,1998-09-23 00:00:00
"919",1998,199806,"³³¼w","TODD",4,"---",40,0,0,0,1998-09-16 06:00:00,1998-09-20 06:00:00
"921",1998,199805,"¥v¯S©Ô","STELLA",3,"---",30,0,0,0,1998-09-13 12:00:00,1998-09-16 12:00:00
"923",1998,199804,"¹p§J´µ","REX",13,"---",40,0,0,0,1998-08-25 00:00:00,1998-09-07 06:00:00
"925",1998,199803,"»«©g","PENNY",4,"---",23,0,0,0,1998-08-07 18:00:00,1998-08-11 12:00:00
"927",1998,199802,"¶ø¦«","OTTO",3,"---",30,0,0,17,1998-08-02 12:00:00,1998-08-05 06:00:00
"929",1998,199801,"©gçM¨à","NICHOLE",1,"---",18,0,0,10,1998-07-09 00:00:00,1998-07-10 00:00:00
"931",1997,199731,"©¬¥d","PAKA",14,"---",53,0,0,0,1997-12-08 00:00:00,1997-12-22 00:00:00
"933",1997,199730,"¼¯¯S","MORT",5,"---",28,0,0,0,1997-11-11 06:00:00,1997-11-16 06:00:00
"935",1997,199729,"µY¹F","LINDA",1,"---",25,0,0,0,1997-11-01 06:00:00,1997-11-02 12:00:00
"937",1997,199728,"³Í´µ","KEITH",11,"---",55,0,0,0,1997-10-28 00:00:00,1997-11-08 00:00:00
"939",1997,199727,"Ã£®¦","JOAN",10,"---",55,0,0,0,1997-10-14 06:00:00,1997-10-24 06:00:00
"941",1997,199726,"¦ã¤å","IVAN",11,"---",55,0,0,16,1997-10-14 00:00:00,1997-10-25 00:00:00
"943",1997,199725,"º~§J","HANK",0,"---",18,0,0,0,1997-10-03 06:00:00,1997-10-03 18:00:00
"945",1997,199724,"ª÷¦N¨à","GINGER",6,"---",53,0,0,0,1997-09-24 12:00:00,1997-09-30 06:00:00
"947",1997,199723,"ºÖ¥ß¯÷","FRITZ",2,"---",30,0,0,0,1997-09-23 00:00:00,1997-09-25 18:00:00
"949",1997,199722,"¦ã©Ô","ELLA",1,"---",18,0,0,0,1997-09-22 00:00:00,1997-09-23 18:00:00
"951",1997,199721,"¤j½Ã","DAVID",6,"---",45,0,0,0,1997-09-13 00:00:00,1997-09-19 18:00:00
"953",1997,199720,"¼Ú¤O¥Ë","OLIWA",12,"---",53,0,0,0,1997-09-05 00:00:00,1997-09-17 06:00:00
"955",1997,199719,"¥dµ·","CASS",1,"---",18,0,0,8,1997-08-29 06:00:00,1997-08-30 12:00:00
"957",1997,199718,"»«­^","BING",6,"---",51,0,0,0,1997-08-29 00:00:00,1997-09-04 18:00:00
"959",1997,199717,"¦w¬Ä","AMBER",8,"---",48,0,0,23,1997-08-22 00:00:00,1997-08-30 00:00:00
"961",1997,199716,"·ç¹F","ZITA",0,"---",23,0,0,0,1997-08-21 00:00:00,1997-08-21 12:00:00
"963",1997,199715,"¤×¤O","YULE",6,"---",28,0,0,0,1997-08-17 12:00:00,1997-08-23 00:00:00
"965",1997,199714,"·Å©g","WINNIE",11,"---",55,0,0,21,1997-08-09 06:00:00,1997-08-20 06:00:00
"967",1997,199713,"ºû¯S","VICTOR",3,"---",28,0,0,0,1997-07-31 12:00:00,1997-08-03 06:00:00
"969",1997,199712,"¸¦¯Ç","TINA",10,"---",40,0,0,0,1997-07-30 18:00:00,1997-08-09 12:00:00
"971",1997,199711,"¥v¦Ò¯S","SCOTT",5,"---",20,0,0,0,1997-07-27 12:00:00,1997-08-01 00:00:00
"973",1997,199710,"Ã¹¦è","ROSIE",8,"---",53,0,0,0,1997-07-19 18:00:00,1997-07-27 18:00:00
"975",1997,199709,"©¼±o","PETER",6,"---",30,0,0,0,1997-06-23 18:00:00,1997-06-29 00:00:00
"977",1997,199708,"¼Ú¬Ä","OPAL",5,"---",40,0,0,0,1997-06-16 00:00:00,1997-06-21 00:00:00
"979",1997,199707,"¥§´µ¦h","NESTOR",8,"---",51,0,0,0,1997-06-07 06:00:00,1997-06-15 00:00:00
"981",1997,199706,"º¿²|","MARIE",4,"---",33,0,0,0,1997-05-29 06:00:00,1997-06-02 00:00:00
"983",1997,199705,"¨½ºû","LEVI",3,"---",20,0,0,0,1997-05-27 12:00:00,1997-05-30 06:00:00
"985",1997,199704,"³Í§Q","KELLY",2,"---",18,0,0,0,1997-05-08 00:00:00,1997-05-10 00:00:00
"987",1997,199703,"¦N¬ü","JIMMY",3,"---",18,0,0,0,1997-04-22 12:00:00,1997-04-25 18:00:00
"989",1997,199702,"¨Ì²ï","ISA",11,"---",53,0,0,0,1997-04-12 12:00:00,1997-04-23 06:00:00
"991",1997,199701,"º~®R","HANNH",2,"---",18,0,0,0,1997-01-20 00:00:00,1997-01-22 12:00:00
"993",1996,199630,"¸¯¹p®æ","GREG",1,"---",18,0,0,0,1996-12-25 06:00:00,1996-12-26 06:00:00
"995",1996,199629,"¥±®¦","FERN",8,"---",30,0,0,0,1996-12-22 06:00:00,1996-12-30 00:00:00
"997",1996,199628,"º¸¥§","ERNIE",8,"---",20,0,0,0,1996-11-06 12:00:00,1996-11-14 18:00:00
"999",1996,199627,"À¹¨à","DALE",8,"---",53,0,0,0,1996-11-05 18:00:00,1996-11-13 18:00:00
"1001",1996,199626,"¥dÃ¹","CARLO",5,"---",40,0,0,0,1996-10-21 18:00:00,1996-10-26 12:00:00
"1003",1996,199625,"¨©µ·","BETH",6,"---",33,0,0,0,1996-10-15 06:00:00,1996-10-21 06:00:00
"1005",1996,199624,"¦ã§B","ABEL",1,"---",18,0,0,0,1996-10-13 12:00:00,1996-10-14 12:00:00
"1007",1996,199623,"ÂÄ®¦","ZANE",9,"---",43,0,0,11,1996-09-24 12:00:00,1996-10-03 18:00:00
"1009",1996,199622,"¸­·O","YATES",8,"---",48,0,0,0,1996-09-23 00:00:00,1996-10-01 12:00:00
"1011",1996,199621,"­³§Q","WILLIE",4,"---",30,0,0,0,1996-09-18 06:00:00,1996-09-22 12:00:00
"1013",1996,199620,"ÃQµÜ¯S","VIOLET",10,"---",51,0,0,9,1996-09-12 18:00:00,1996-09-22 18:00:00
"1015",1996,199619,"´ö©i","TOM",8,"---",33,0,0,0,1996-09-12 18:00:00,1996-09-20 06:00:00
"1017",1996,199618,"²ï²ú","SALLY",5,"---",48,0,0,12,1996-09-05 18:00:00,1996-09-10 00:00:00
"1019",1996,199617,"·ç§J","RICK",0,"---",18,0,0,0,1996-08-30 06:00:00,1996-08-30 18:00:00
"1021",1996,199616,"¬£¬Ä","PIPER",3,"---",23,0,0,0,1996-08-23 12:00:00,1996-08-26 06:00:00
"1023",1996,199615,"¼Ú´Ë","ORSON",11,"---",43,0,0,0,1996-08-23 00:00:00,1996-09-03 12:00:00
"1025",1996,199614,"©g©_","NIKI",4,"---",35,0,0,0,1996-08-19 00:00:00,1996-08-23 06:00:00
"1027",1996,199613,"°¨«Ò","MARTY",0,"---",18,0,0,0,1996-08-14 06:00:00,1996-08-14 18:00:00
"1029",1996,199612,"ÄR²ï","LISA",1,"---",20,0,0,6,1996-08-06 00:00:00,1996-08-07 00:00:00
"1031",1996,199611,"¬_§J","KIRK",10,"---",38,0,0,0,1996-08-06 00:00:00,1996-08-16 00:00:00
"1033",1996,199610,"¸Ê¥ì","JOY",5,"---",25,0,0,0,1996-07-30 06:00:00,1996-08-04 18:00:00
"1035",1996,199609,"¨Ì¦w","IAN",1,"---",18,0,0,0,1996-07-29 06:00:00,1996-07-30 06:00:00
"1037",1996,199608,"¶P§B","HERB",8,"---",53,0,0,29,1996-07-24 12:00:00,1996-08-01 15:00:00
"1039",1996,199607,"¸¯¼ÖÂ§","GLORIA",5,"---",35,0,0,26,1996-07-22 18:00:00,1996-07-27 12:00:00
"1041",1996,199606,"ªkÄõ©_","FRANKIE",3,"---",20,0,0,0,1996-07-21 18:00:00,1996-07-24 06:00:00
"1043",1996,199605,"¥ìªÜ","EVE",4,"---",48,0,0,0,1996-07-15 00:00:00,1996-07-19 06:00:00
"1045",1996,199604,"¤¦®¦","DAN",5,"---",33,0,0,0,1996-07-07 00:00:00,1996-07-12 00:00:00
"1047",1996,199603,"³Í©i","CAM",3,"---",20,0,0,24,1996-05-20 06:00:00,1996-05-23 18:00:00
"1049",1996,199602,"¤Ú¯S","BART",9,"---",51,0,0,0,1996-05-10 06:00:00,1996-05-19 00:00:00
"1051",1996,199601,"¦w®¦","ANN",5,"---",18,0,0,0,1996-04-03 18:00:00,1996-04-08 06:00:00
"1053",1995,199525,"¤¦®¦","DAN",4,"---",28,0,0,0,1995-12-27 06:00:00,1995-12-31 12:00:00
"1055",1995,199524,"¬_µY","COLLEEN",1,"---",18,0,0,0,1995-11-12 12:00:00,1995-11-13 06:00:00
"1057",1995,199523,"¥¬µÜ®¦","BRIAN",2,"---",20,0,0,0,1995-11-02 12:00:00,1995-11-04 00:00:00
"1059",1995,199522,"¦wµX©Ô","ANGELA",11,"---",55,0,0,0,1995-10-26 12:00:00,1995-11-06 18:00:00
"1061",1995,199521,"ÂÄ§J","ZACK",7,"---",45,0,0,0,1995-10-25 18:00:00,1995-11-01 18:00:00
"1063",1995,199520,"¥ì¤Z¼w","YVETTE",2,"---",23,0,0,0,1995-10-24 00:00:00,1995-10-26 12:00:00
"1065",1995,199519,"µØ¼w","WARD",6,"---",51,0,0,0,1995-10-17 06:00:00,1995-10-23 00:00:00
"1067",1995,199518,"Á¨¶ø","VAL",3,"---",20,0,0,0,1995-10-10 06:00:00,1995-10-13 06:00:00
"1069",1995,199517,"®õ¼w","TED",4,"---",28,0,0,0,1995-10-10 06:00:00,1995-10-14 00:00:00
"1071",1995,199516,"³·¨©¨à","SIBYL",5,"---",30,0,0,0,1995-09-29 00:00:00,1995-10-04 00:00:00
"1073",1995,199515,"¿à®¦","RYAN",8,"955",45,300,100,23,1995-09-16 06:00:00,1995-09-24 06:00:00
"1075",1995,199514,"Ä_²ú","POLLY",6,"---",40,0,0,0,1995-09-15 00:00:00,1995-09-21 18:00:00
"1077",1995,199513,"¶ø´µ¥d","OSCAR",5,"---",60,0,0,0,1995-09-13 00:00:00,1995-09-18 00:00:00
"1079",1995,199512,"©g®R","NINA",4,"---",20,0,0,0,1995-09-03 06:00:00,1995-09-07 18:00:00
"1081",1995,199511,"°¨§J","MARK",2,"---",40,0,0,0,1995-08-30 00:00:00,1995-09-01 18:00:00
"1083",1995,199510,"¬¥¨Ìµ·","LOIS",3,"---",30,0,0,0,1995-08-27 00:00:00,1995-08-30 12:00:00
"1085",1995,199509,"ªÖ¯S","KENT",5,"955",45,200,100,32,1995-08-26 18:00:00,1995-08-31 06:00:00
"1087",1995,199508,"¬Ã©gµ·","JANIS",5,"990",23,120,0,10,1995-08-21 18:00:00,1995-08-26 00:00:00
"1089",1995,199507,"¼Ú¤å","IRVING",3,"---",23,0,0,0,1995-08-17 18:00:00,1995-08-20 18:00:00
"1091",1995,199506,"®ü­Û","HELEN",4,"992",28,120,0,15,1995-08-09 00:00:00,1995-08-13 06:00:00
"1093",1995,199505,"»\·ç","GARY",3,"980",28,150,0,7,1995-07-29 18:00:00,1995-08-01 00:00:00
"1095",1995,199504,"¶O¨Ì","FAYE",7,"---",43,0,0,0,1995-07-17 12:00:00,1995-07-24 18:00:00
"1097",1995,199503,"«³¨Ó","ELI",1,"---",18,0,0,0,1995-06-07 06:00:00,1995-06-08 06:00:00
"1099",1995,199502,"²ý¦w®R","DEANNA",6,"995",20,120,0,33,1995-06-02 12:00:00,1995-06-08 06:00:00
"1101",1995,199501,"«ê§J","CHUCK",2,"---",18,0,0,0,1995-04-29 12:00:00,1995-05-01 06:00:00
"1103",1994,199434,"ªÝ¤ñ","BOBBIE",11,"---",25,0,0,0,1994-12-15 00:00:00,1994-12-26 12:00:00
"1105",1994,199433,"¦ã§J¯Á","AXEL",15,"---",59,0,0,0,1994-12-11 12:00:00,1994-12-26 12:00:00
"1107",1994,199432,"·çº¸ÌH","ZELDA",15,"---",69,0,0,0,1994-10-26 12:00:00,1994-11-10 06:00:00
"1109",1994,199431,"¤×·ç","YURI",6,"---",18,0,0,0,1994-10-21 18:00:00,1994-10-27 06:00:00
"1111",1994,199430,"Á¨º¸¹F","WILDA",14,"---",64,0,0,0,1994-10-18 18:00:00,1994-11-01 18:00:00
"1113",1994,199429,"¥±®¦","VERNE",21,"---",59,0,0,0,1994-10-14 18:00:00,1994-11-04 00:00:00
"1115",1994,199428,"®õ·ç²ï","TERESA",12,"---",41,0,0,0,1994-10-15 06:00:00,1994-10-27 00:00:00
"1117",1994,199427,"®u´µ","SETH",12,"---",61,0,0,30,1994-10-01 12:00:00,1994-10-13 00:00:00
"1119",1994,199426,"ÅSµ·","RUTH",6,"---",23,0,0,0,1994-09-23 00:00:00,1994-09-29 12:00:00
"1121",1994,199425,"¬£¯S","PAT",8,"---",24,0,0,0,1994-09-21 06:00:00,1994-09-29 00:00:00
"1123",1994,199424,"¼Ú³Í¯S","ORCHID",15,"---",69,0,0,0,1994-09-16 12:00:00,1994-10-01 12:00:00
"1125",1994,199423,"­@¯S","NAT",15,"---",48,0,0,0,1994-09-14 00:00:00,1994-09-29 12:00:00
"1127",1994,199422,"±ö²ú²ï","MELISSA",10,"---",69,0,0,0,1994-09-09 18:00:00,1994-09-19 18:00:00
"1129",1994,199421,"¾|§J","LUKE",8,"---",25,0,0,0,1994-09-06 12:00:00,1994-09-14 12:00:00
"1131",1994,199420,"µ^¯Ç","KINNA",8,"---",43,0,0,0,1994-09-04 00:00:00,1994-09-12 18:00:00
"1133",1994,199419,"³ìº¸","JOEL",6,"---",23,0,0,0,1994-09-02 06:00:00,1994-09-08 06:00:00
"1135",1994,199418,"¦ãÁ¨","IVYN",11,"---",38,0,0,0,1994-08-24 18:00:00,1994-09-04 06:00:00
"1137",1994,199417,"«¢¹p","HARRY",5,"---",30,0,0,0,1994-08-24 00:00:00,1994-08-29 06:00:00
"1139",1994,199416,"¸¯©Ôµ·","GLADYS",13,"---",54,0,0,18,1994-08-20 12:00:00,1994-09-02 12:00:00
"1141",1994,199415,"¥±¹p¯S","FRED",10,"---",66,0,0,26,1994-08-12 18:00:00,1994-08-22 18:00:00
"1143",1994,199414,"·RÄR","ELLIE",11,"---",41,0,0,0,1994-08-05 00:00:00,1994-08-16 12:00:00
"1145",1994,199413,"¹D®æ","DOUG",12,"---",66,0,0,24,1994-08-01 18:00:00,1994-08-13 06:00:00
"1147",1994,199412,"³Í¯SµY","CAITLIN",5,"---",30,0,0,12,1994-07-31 12:00:00,1994-08-05 00:00:00
"1149",1994,199411,"¥¬Äõµn","BRENDAN",7,"---",25,0,0,0,1994-07-27 06:00:00,1994-08-03 06:00:00
"1151",1994,199410,"¦ã¬ü","AMY",3,"---",20,0,0,0,1994-07-28 00:00:00,1994-07-31 06:00:00
"1153",1994,199409,"©u§J","ZEKE",9,"---",33,0,0,0,1994-07-16 06:00:00,1994-07-25 12:00:00
"1155",1994,199408,"µú©g¨È","YUNYA",5,"---",23,0,0,0,1994-07-16 18:00:00,1994-07-21 18:00:00
"1157",1994,199407,"µØ¯S","WALT",17,"---",66,0,0,0,1994-07-11 18:00:00,1994-07-28 00:00:00
"1159",1994,199406,"­S©g²ï","VANESSA",3,"---",23,0,0,0,1994-07-08 00:00:00,1994-07-11 06:00:00
"1161",1994,199405,"´£©i","TIM",7,"---",64,0,0,10,1994-07-05 12:00:00,1994-07-12 00:00:00
"1163",1994,199404,"³·­Û","SHARON",7,"---",23,0,0,0,1994-06-18 12:00:00,1994-06-25 18:00:00
"1165",1994,199403,"¾|´µ","RUSS",7,"---",28,0,0,0,1994-06-02 06:00:00,1994-06-09 12:00:00
"1167",1994,199402,"¨Ø®V","PAGE",9,"---",46,0,0,0,1994-05-09 12:00:00,1994-05-18 06:00:00
"1169",1994,199401,"¶ø¤å","OWEN",10,"---",38,0,0,0,1994-03-30 00:00:00,1994-04-09 06:00:00
"1171",1993,199329,"©g¼Ú","NELL",10,"---",36,0,0,0,1993-12-20 06:00:00,1993-12-30 06:00:00
"1173",1993,199328,"³Á¥§","MANNY",15,"---",61,0,0,0,1993-12-01 12:00:00,1993-12-16 06:00:00
"1175",1993,199327,"Ã¹©Ô","LOLA",9,"---",54,0,0,0,1993-11-30 00:00:00,1993-12-09 12:00:00
"1177",1993,199326,"³Íº¸","KYLE",7,"---",48,0,0,0,1993-11-17 18:00:00,1993-11-24 12:00:00
"1179",1993,199325,"¬Ã¯Ç","JEANA",8,"---",25,0,0,0,1993-11-04 06:00:00,1993-11-12 12:00:00
"1181",1993,199324,"®J¬¥","IRA",9,"---",61,0,0,0,1993-10-27 12:00:00,1993-11-05 00:00:00
"1183",1993,199323,"®ü¸¦","HATTIE",13,"---",25,0,0,0,1993-10-13 00:00:00,1993-10-26 06:00:00
"1185",1993,199322,"³Ç®¦","GENE",6,"---",18,0,0,0,1993-10-05 00:00:00,1993-10-11 00:00:00
"1187",1993,199321,"ªÜÅÚ","FLO",11,"---",36,0,0,0,1993-09-28 18:00:00,1993-10-09 06:00:00
"1189",1993,199320,"¦ã¼w","ED",10,"---",72,0,0,0,1993-09-29 00:00:00,1993-10-09 00:00:00
"1191",1993,199319,"ÂL¯S","DOT",8,"---",41,0,0,0,1993-09-19 12:00:00,1993-09-27 18:00:00
"1193",1993,199318,"¦è¯Á","CECIL",7,"---",51,0,0,0,1993-09-21 18:00:00,1993-09-28 18:00:00
"1195",1993,199317,"»_µX","BECKY",6,"---",33,0,0,0,1993-09-12 18:00:00,1993-09-18 18:00:00
"1197",1993,199316,"¨È§B","ABE",8,"---",56,0,0,15,1993-09-07 06:00:00,1993-09-15 00:00:00
"1199",1993,199315,"¬X©Ô","ZOLA",5,"---",28,0,0,0,1993-09-05 06:00:00,1993-09-10 12:00:00
"1201",1993,199314,"·¨§Æ","YANCY",8,"---",66,0,0,8,1993-08-28 12:00:00,1993-09-05 06:00:00
"1203",1993,199313,"·Å¿Õ®R","WINONA",10,"---",23,0,0,0,1993-08-19 06:00:00,1993-08-29 12:00:00
"1205",1993,199312,"¶O«n","VERNON",11,"---",41,0,0,0,1993-08-17 00:00:00,1993-08-28 12:00:00
"1207",1993,199311,"¶ð²ï","TASHA",9,"---",41,0,0,8,1993-08-13 06:00:00,1993-08-22 06:00:00
"1209",1993,199310,"¥v­}¤Ò","STEVE",8,"---",33,0,0,0,1993-08-05 06:00:00,1993-08-13 18:00:00
"1211",1993,199309,"ÅÚÄ}","ROBYN",11,"---",61,0,0,0,1993-07-31 18:00:00,1993-08-11 06:00:00
"1213",1993,199308,"ªi¦è","PERCY",6,"---",33,0,0,0,1993-07-26 00:00:00,1993-08-01 00:00:00
"1215",1993,199307,"¼Úµá²ú","OFELIA",4,"---",23,0,0,0,1993-07-24 06:00:00,1993-07-28 06:00:00
"1217",1993,199306,"¨º´Ë","NATHAN",8,"---",36,0,0,0,1993-07-18 12:00:00,1993-07-26 00:00:00
"1219",1993,199305,"º¿ÄR¦w","MARIAN",5,"---",23,0,0,0,1993-07-12 06:00:00,1993-07-17 06:00:00
"1221",1993,199304,"¼B©ö¤h","LEWIS",7,"---",43,0,0,0,1993-07-06 00:00:00,1993-07-13 00:00:00
"1223",1993,199303,"ÏÈ¯ô","KORYN",13,"---",66,0,0,0,1993-06-15 00:00:00,1993-06-28 18:00:00
"1225",1993,199302,"³Ç§J","JACK",8,"---",18,0,0,0,1993-05-15 06:00:00,1993-05-23 00:00:00
"1227",1993,199301,"°þº¿","IRMA",12,"---",28,0,0,0,1993-03-06 06:00:00,1993-03-18 06:00:00
"1229",1992,199231,"º~¯S","HUNT",8,"---",64,0,0,0,1992-11-14 18:00:00,1992-11-22 06:00:00
"1231",1992,199230,"»\¥ì","GAY",18,"---",82,0,0,0,1992-11-13 18:00:00,1992-12-01 00:00:00
"1233",1992,199229,"ºÖµÜ´µ","FORREST",13,"---",61,0,0,0,1992-11-09 06:00:00,1992-11-22 00:00:00
"1235",1992,199228,"¦ãº¸¦è","ELSIE",12,"---",74,0,0,0,1992-10-28 18:00:00,1992-11-09 06:00:00
"1237",1992,199227,"¤¦®¦","DAN",12,"---",56,0,0,0,1992-10-23 12:00:00,1992-11-04 00:00:00
"1239",1992,199226,"¬_µY","COLLEEN",13,"---",41,0,0,0,1992-10-16 06:00:00,1992-10-29 12:00:00
"1241",1992,199225,"¥¬µÜ®¦","BRIAN",10,"---",48,0,0,0,1992-10-15 18:00:00,1992-10-25 12:00:00
"1243",1992,199224,"¦wµX©Ô","ANGELA",16,"---",46,0,0,0,1992-10-13 06:00:00,1992-10-29 12:00:00
"1245",1992,199223,"ÂÄ§J","ZACK",11,"---",20,0,0,0,1992-10-06 18:00:00,1992-10-17 00:00:00
"1247",1992,199222,"¥ì¤Z¼w","YVETTE",12,"---",79,0,0,0,1992-10-06 18:00:00,1992-10-18 00:00:00
"1249",1992,199221,"µØ¼w","WARD",13,"---",48,0,0,0,1992-09-24 12:00:00,1992-10-07 00:00:00
"1251",1992,199220,"·L¶ø","VAL",7,"---",28,0,0,0,1992-09-20 06:00:00,1992-09-27 18:00:00
"1253",1992,199219,"®õ¼w","TED",7,"---",33,0,0,14,1992-09-17 06:00:00,1992-09-24 18:00:00
"1255",1992,199218,"³·¨©¨à","SIBYL",11,"---",56,0,0,0,1992-09-04 00:00:00,1992-09-15 18:00:00
"1257",1992,199217,"¿à®¦","RYAN",13,"---",59,0,0,0,1992-08-30 00:00:00,1992-09-12 00:00:00
"1259",1992,199216,"Ä_²ú","POLLY",9,"---",25,0,0,17,1992-08-23 12:00:00,1992-09-01 00:00:00
"1261",1992,199215,"¼Ú°¨","OMAR",15,"---",66,0,0,11,1992-08-22 18:00:00,1992-09-06 06:00:00
"1263",1992,199214,"©g®R","NINA",5,"---",23,0,0,0,1992-08-17 00:00:00,1992-08-22 06:00:00
"1265",1992,199213,"°¨§J","MARK",8,"---",25,0,0,13,1992-08-14 18:00:00,1992-08-22 00:00:00
"1267",1992,199212,"¬¥¨Ìµ·","LOIS",8,"---",20,0,0,0,1992-08-14 00:00:00,1992-08-22 06:00:00
"1269",1992,199211,"ªÖ¯S","KENT",17,"---",66,0,0,0,1992-08-03 18:00:00,1992-08-20 00:00:00
"1271",1992,199210,"¬Ã©gµ·","JANIS",11,"---",59,0,0,0,1992-07-30 18:00:00,1992-08-10 00:00:00
"1273",1992,199209,"¼Ú¤å","IRVING",6,"---",41,0,0,0,1992-07-30 00:00:00,1992-08-05 06:00:00
"1275",1992,199208,"®ü­Û","HELEN",5,"---",23,0,0,0,1992-07-25 06:00:00,1992-07-30 00:00:00
"1277",1992,199207,"»\·ç","GARY",7,"---",33,0,0,0,1992-07-17 00:00:00,1992-07-24 00:00:00
"1279",1992,199206,"¶O¨Ì","FAYE",4,"---",28,0,0,0,1992-07-14 00:00:00,1992-07-18 12:00:00
"1281",1992,199205,"«³¨Ó","ELI",7,"---",38,0,0,0,1992-07-07 00:00:00,1992-07-14 00:00:00
"1283",1992,199204,"²ý¦w®R","DEANNA",9,"---",20,0,0,0,1992-06-25 06:00:00,1992-07-04 00:00:00
"1285",1992,199203,"«ê§J","CHUCK",8,"---",41,0,0,0,1992-06-23 18:00:00,1992-07-01 00:00:00
"1287",1992,199202,"ªÝ¤ñ","BOBBIE",10,"---",61,0,0,10,1992-06-21 12:00:00,1992-07-01 00:00:00
"1289",1992,199201,"·R§J¯Á","AXEL",12,"---",36,0,0,0,1992-01-03 06:00:00,1992-01-15 06:00:00
"1291",1991,199129,"·çº¸ÌH","ZELDA",10,"---",41,0,0,0,1991-11-25 00:00:00,1991-12-05 00:00:00
"1293",1991,199128,"¤×·ç","YURI",16,"---",77,0,0,0,1991-11-17 12:00:00,1991-12-03 00:00:00
"1295",1991,199127,"Á¨º¸¹F","WILDA",8,"---",23,0,0,0,1991-11-12 18:00:00,1991-11-20 06:00:00
"1297",1991,199126,"¥±®¦","VERNE",9,"---",28,0,0,0,1991-11-03 12:00:00,1991-11-12 12:00:00
"1299",1991,199125,"ÁÉ¬¥º¿","THELMA",12,"---",23,0,0,0,1991-10-27 18:00:00,1991-11-08 18:00:00
"1301",1991,199124,"®u´µ","SETH",17,"---",66,0,0,8,1991-10-29 12:00:00,1991-11-15 06:00:00
"1303",1991,199123,"ÅSµ·","RUTH",15,"---",74,0,0,17,1991-10-17 00:00:00,1991-11-01 00:00:00
"1305",1991,199122,"¬£¯S","PAT",11,"---",64,0,0,0,1991-10-03 06:00:00,1991-10-14 06:00:00
"1307",1991,199121,"¼Ú³Í¯S","ORCHID",12,"---",59,0,0,0,1991-10-02 00:00:00,1991-10-14 06:00:00
"1309",1991,199120,"­@¯S","NAT",17,"---",56,0,0,9,1991-09-15 00:00:00,1991-10-02 06:00:00
"1311",1991,199119,"±K·ç¨à","MIREILLE",14,"---",66,0,0,9,1991-09-14 12:00:00,1991-09-28 00:00:00
