"","year","id","c_name","name","life_period","center_lowest_pa","center_stronger_wind","strom_7_R","strom_10_R","warming_times","start_time","end_time"
"1313",1991,199118,"¾|§J","LUKE",6,"---",25,0,0,0,1991-09-13 06:00:00,1991-09-19 12:00:00
"1315",1991,199117,"µ^¯Ç","KINNA",6,"---",46,0,0,0,1991-09-09 00:00:00,1991-09-15 12:00:00
"1317",1991,199116,"³ìº¸","JOEL",5,"---",28,0,0,0,1991-09-02 12:00:00,1991-09-07 18:00:00
"1319",1991,199115,"¦ãÁ¨","IVY",9,"---",59,0,0,0,1991-09-01 18:00:00,1991-09-10 12:00:00
"1321",1991,199114,"«¢¹p","HARRY",4,"---",20,0,0,0,1991-08-28 00:00:00,1991-09-01 00:00:00
"1323",1991,199113,"¸¯©Ôµ·","GLADYS",10,"---",33,0,0,0,1991-08-14 12:00:00,1991-08-24 12:00:00
"1325",1991,199112,"¥±¹p¯S","FRED",9,"---",48,0,0,0,1991-08-09 06:00:00,1991-08-18 12:00:00
"1327",1991,199111,"·RÄR","ELLIE",11,"---",43,0,0,12,1991-08-08 12:00:00,1991-08-19 12:00:00
"1329",1991,199110,"¹D®æ","DOUG",4,"---",18,0,0,0,1991-08-07 06:00:00,1991-08-11 12:00:00
"1331",1991,199109,"³Í¯SµY","CAITLIN",12,"---",48,0,0,0,1991-07-19 12:00:00,1991-07-31 00:00:00
"1333",1991,199108,"¥¬Äxµn","BRENDAN",7,"---",36,0,0,6,1991-07-18 12:00:00,1991-07-25 00:00:00
"1335",1991,199107,"¦ã¬ü","AMY",7,"---",64,0,0,10,1991-07-13 12:00:00,1991-07-20 06:00:00
"1337",1991,199106,"©u§J","ZEKE",7,"---",41,0,0,0,1991-07-07 00:00:00,1991-07-14 12:00:00
"1339",1991,199105,"µú©g¨È","YUNYA",6,"---",54,0,0,0,1991-06-11 18:00:00,1991-06-17 00:00:00
"1341",1991,199104,"µØ¯S","WALT",13,"---",72,0,0,0,1991-05-04 18:00:00,1991-05-17 12:00:00
"1343",1991,199103,"­S©g²ï","VANESSA",6,"---",23,0,0,0,1991-04-22 12:00:00,1991-04-28 18:00:00
"1345",1991,199102,"´£©i","TIM",10,"---",36,0,0,0,1991-03-19 06:00:00,1991-03-29 00:00:00
"1347",1991,199101,"³·­Û","SHARON",12,"---",30,0,0,0,1991-03-04 12:00:00,1991-03-16 06:00:00
"1349",1990,199030,"¾|´µ","RUSS",11,"---",64,0,0,0,1990-12-13 18:00:00,1990-12-24 18:00:00
"1351",1990,199029,"¨Ø®V","PAGE",25,"---",72,0,0,0,1990-11-06 06:00:00,1990-12-01 00:00:00
"1353",1990,199028,"¶ø¤å","OWEN",18,"---",72,0,0,0,1990-11-17 18:00:00,1990-12-05 00:00:00
"1355",1990,199027,"©g¼Ú","NELL",4,"---",25,0,0,0,1990-11-09 12:00:00,1990-11-13 00:00:00
"1357",1990,199026,"³Á§J","MIKE",12,"---",77,0,0,0,1990-11-06 06:00:00,1990-11-18 12:00:00
"1359",1990,199025,"Ã¹©Ô","LOLA",4,"---",20,0,0,0,1990-10-16 00:00:00,1990-10-20 00:00:00
"1361",1990,199024,"³Íº¸","KYLE",11,"---",46,0,0,0,1990-10-13 18:00:00,1990-10-24 00:00:00
"1363",1990,199023,"¬Ã¯Ç","JEANA",5,"---",18,0,0,0,1990-10-10 06:00:00,1990-10-15 06:00:00
"1365",1990,199022,"®J¬¥","IRA",5,"---",18,0,0,0,1990-09-30 06:00:00,1990-10-05 12:00:00
"1367",1990,199021,"®ü¸¦","HATTIE",9,"---",46,0,0,0,1990-09-29 18:00:00,1990-10-08 12:00:00
"1369",1990,199020,"³Ç®¦","GENE",8,"---",41,0,0,0,1990-09-23 00:00:00,1990-10-01 00:00:00
"1371",1990,199019,"ªÜÅÚ","FLO",11,"---",74,0,0,0,1990-09-11 18:00:00,1990-09-22 00:00:00
"1373",1990,199018,"¦ã¼w","ED",12,"---",46,0,0,6,1990-09-08 00:00:00,1990-09-20 06:00:00
"1375",1990,199017,"ÂL¯S","DOT",7,"---",38,0,0,11,1990-09-02 12:00:00,1990-09-09 06:00:00
"1377",1990,199016,"¦è¯Á","CECIL",3,"---",23,0,0,0,1990-09-02 18:00:00,1990-09-05 00:00:00
"1379",1990,199015,"»_µX","BECKY",8,"---",36,0,0,6,1990-08-22 18:00:00,1990-08-30 06:00:00
"1381",1990,199014,"¨È§B","ABE",10,"---",46,0,0,9,1990-08-23 00:00:00,1990-09-02 06:00:00
"1383",1990,199013,"¬X©Ô","ZOLA",8,"---",51,0,0,0,1990-08-15 12:00:00,1990-08-23 06:00:00
"1385",1990,199012,"·¨§Æ","YANCY",12,"---",46,0,0,14,1990-08-10 12:00:00,1990-08-22 06:00:00
"1387",1990,199011,"·Å¿Õ®R","WINONA",6,"---",33,0,0,0,1990-08-05 00:00:00,1990-08-11 18:00:00
"1389",1990,199010,"¶O«n","VERNON",13,"---",48,0,0,0,1990-07-27 12:00:00,1990-08-09 00:00:00
"1391",1990,199009,"¶ð²ï","TASHA",10,"---",28,0,0,0,1990-07-22 06:00:00,1990-08-01 00:00:00
"1393",1990,199008,"¥v­}¤Ò","STEVE",11,"---",59,0,0,0,1990-07-23 18:00:00,1990-08-03 12:00:00
"1395",1990,199007,"ÅÚÄ}","ROBYN",12,"---",23,0,0,7,1990-07-01 06:00:00,1990-07-13 00:00:00
"1397",1990,199006,"ªi¦è","PERCY",11,"---",59,0,0,16,1990-06-20 00:00:00,1990-07-01 00:00:00
"1399",1990,199005,"¼Úµá²ú","OFELIA",9,"---",46,0,0,13,1990-06-16 12:00:00,1990-06-25 12:00:00
"1401",1990,199004,"¨º´Ë","NATHAN",6,"---",28,0,0,0,1990-06-13 06:00:00,1990-06-19 00:00:00
"1403",1990,199003,"º¿ÄR¦w","MARIAN",8,"---",46,0,0,6,1990-05-12 00:00:00,1990-05-20 06:00:00
"1405",1990,199002,"¼B©ö¤h","LEWIS",8,"---",18,0,0,0,1990-04-27 12:00:00,1990-05-05 18:00:00
"1407",1990,199001,"ÏÈ¯ô","KORYN",8,"---",38,0,0,0,1990-01-09 06:00:00,1990-01-17 18:00:00
"1409",1989,198932,"³Ç§J","JACK",9,"---",64,0,0,0,1989-12-20 00:00:00,1989-12-29 12:00:00
"1411",1989,198931,"ªüº¿","IRMA",14,"---",72,0,0,0,1989-11-20 00:00:00,1989-12-04 12:00:00
"1413",1989,198930,"º~¯S","HUNT",14,"---",46,0,0,0,1989-11-10 00:00:00,1989-11-24 00:00:00
"1415",1989,198929,"»\¨Ì","GAY",5,"---",51,0,0,0,1989-11-01 00:00:00,1989-11-06 12:00:00
"1417",1989,198928,"ºÖµÜ´µ","FORREST",12,"---",48,0,0,0,1989-10-18 06:00:00,1989-10-30 00:00:00
"1419",1989,198927,"¦ãº¸¦è","ELSIE",9,"---",72,0,0,0,1989-10-13 00:00:00,1989-10-22 12:00:00
"1421",1989,198926,"¤¦®¦","DAN",7,"---",36,0,0,0,1989-10-06 18:00:00,1989-10-13 18:00:00
"1423",1989,198925,"¬_ªL","COLLEEN",11,"---",41,0,0,0,1989-09-27 12:00:00,1989-10-08 12:00:00
"1425",1989,198924,"¥¬µÜ®¦","BRIAN",5,"---",41,0,0,0,1989-09-28 18:00:00,1989-10-03 18:00:00
"1427",1989,198923,"¦w¦NÛi","ANGELA",12,"---",66,0,0,9,1989-09-28 00:00:00,1989-10-10 18:00:00
"1429",1989,198922,"­³®¦","WAYNE",5,"---",33,0,0,0,1989-09-16 18:00:00,1989-09-21 00:00:00
"1431",1989,198921,"Á¨©Ô","VERA",5,"---",25,0,0,6,1989-09-11 00:00:00,1989-09-16 18:00:00
"1433",1989,198920,"¨f´¶","TIP",6,"---",25,0,0,0,1989-09-08 12:00:00,1989-09-14 00:00:00
"1435",1989,198919,"²ï©Ô","SARAH",11,"---",64,0,0,23,1989-09-03 00:00:00,1989-09-14 00:00:00
"1437",1989,198918,"Ã¹ªN","ROGER",6,"---",25,0,0,0,1989-08-22 18:00:00,1989-08-28 12:00:00
"1439",1989,198917,"¨Ø®V","PEGGY",5,"---",18,0,0,0,1989-08-14 18:00:00,1989-08-19 06:00:00
"1441",1989,198916,"«n¬I","NANCY",9,"---",38,0,0,0,1989-08-09 06:00:00,1989-08-18 00:00:00
"1443",1989,198915,"¶ø¤å","OWEN",13,"---",38,0,0,0,1989-08-06 12:00:00,1989-08-19 12:00:00
"1445",1989,198914,"³Á§J","MAC",9,"---",41,0,0,0,1989-07-30 00:00:00,1989-08-08 12:00:00
"1447",1989,198913,"Ã¹©Ô","LOLA",3,"980",14,250,0,11,1989-07-31 12:00:00,1989-08-03 00:00:00
"1449",1989,198912,"ªÖ®¦","KEN",9,"---",25,0,0,0,1989-07-29 06:00:00,1989-08-07 06:00:00
"1451",1989,198911,"¯ü­}","JUDY",9,"---",48,0,0,0,1989-07-20 00:00:00,1989-07-29 00:00:00
"1453",1989,198910,"¼Ú±Ó","IRVING",5,"---",28,0,0,0,1989-07-19 00:00:00,1989-07-24 12:00:00
"1455",1989,198909,"¶P¿\","HOPE",8,"---",28,0,0,6,1989-07-13 12:00:00,1989-07-21 06:00:00
"1457",1989,198908,"¤àµn","GORDON",10,"---",72,0,0,11,1989-07-09 18:00:00,1989-07-19 00:00:00
"1459",1989,198907,"¶O¨Ì","FAYE",6,"---",30,0,0,0,1989-07-05 12:00:00,1989-07-11 12:00:00
"1461",1989,198906,"¦ã°Ç¤h","ELLIS",5,"---",18,0,0,0,1989-06-19 06:00:00,1989-06-24 12:00:00
"1463",1989,198905,"ÂL¯S","DOT",9,"---",51,0,0,0,1989-06-02 06:00:00,1989-06-11 12:00:00
"1465",1989,198904,"¦è¥K","CECIL",4,"---",38,0,0,0,1989-05-22 00:00:00,1989-05-26 00:00:00
"1467",1989,198903,"¥ÕÄõÂL","BRENDA",7,"---",38,0,0,9,1989-05-14 00:00:00,1989-05-21 00:00:00
"1469",1989,198902,"¦w­}","ANDY",12,"---",72,0,0,0,1989-04-13 00:00:00,1989-04-25 00:00:00
"1471",1989,198901,"·Å¿Õ®R","WINONA",13,"---",28,0,0,0,1989-01-09 12:00:00,1989-01-22 00:00:00
"1473",1988,198825,"½Ã¶ø","VAL",4,"---",28,0,0,0,1988-12-21 06:00:00,1988-12-25 00:00:00
"1475",1988,198824,"¸¦µ·","TESS",5,"---",33,0,0,0,1988-11-01 06:00:00,1988-11-06 18:00:00
"1477",1988,198823,"´µ³Í´¶","SKIP",9,"---",64,0,0,0,1988-11-03 00:00:00,1988-11-12 00:00:00
"1479",1988,198822,"¾|ºÑ","RUBY",8,"---",64,0,0,8,1988-10-20 12:00:00,1988-10-28 18:00:00
"1481",1988,198821,"¬£¯S","PAT",6,"---",38,0,0,8,1988-10-16 06:00:00,1988-10-22 18:00:00
"1483",1988,198820,"¼ÚÂL²ï","ODESSA",8,"---",46,0,0,7,1988-10-08 06:00:00,1988-10-16 18:00:00
"1485",1988,198819,"¥§º¸´Ë","NELSON",8,"---",72,0,0,10,1988-09-30 06:00:00,1988-10-08 18:00:00
"1487",1988,198818,"º¿¬ü","MAMIE",4,"---",23,0,0,0,1988-09-19 00:00:00,1988-09-23 00:00:00
"1489",1988,198817,"§õ¤¨","LEE",8,"---",28,0,0,5,1988-09-16 06:00:00,1988-09-24 12:00:00
"1491",1988,198816,"§J¸¦","KIT",4,"---",30,0,0,5,1988-09-18 18:00:00,1988-09-22 00:00:00
"1493",1988,198815,"³Ç¤Ò","JEFF",4,"---",23,0,0,0,1988-09-12 06:00:00,1988-09-16 00:00:00
"1495",1988,198814,"¥ìº¿","IRMA",5,"---",28,0,0,0,1988-09-11 00:00:00,1988-09-16 06:00:00
"1497",1988,198813,"®üº¸","HAL",12,"---",54,0,0,0,1988-09-05 06:00:00,1988-09-17 00:00:00
"1499",1988,198812,"»\¨Ì","GAY",2,"---",23,0,0,0,1988-09-02 06:00:00,1988-09-04 06:00:00
"1501",1988,198811,"¶O»«","FABIAN",10,"---",38,0,0,0,1988-08-24 00:00:00,1988-09-03 06:00:00
"1503",1988,198810,"¦ãº¸¦è","ELSIE",5,"---",18,0,0,0,1988-08-24 06:00:00,1988-08-29 18:00:00
"1505",1988,198809,"§ùº¸","DOYLE",8,"---",59,0,0,0,1988-08-13 06:00:00,1988-08-21 06:00:00
"1507",1988,198808,"¸¯µÜ©Ô","CLARA",5,"---",23,0,0,0,1988-08-07 06:00:00,1988-08-12 06:00:00
"1509",1988,198807,"¤ñº¸","BILL",3,"---",23,0,0,0,1988-08-05 00:00:00,1988-08-08 00:00:00
"1511",1988,198806,"¦ã©gµ·","AGNES",5,"---",23,0,0,0,1988-07-26 00:00:00,1988-07-31 00:00:00
"1513",1988,198805,"µØ­Û","WARREN",8,"---",59,0,0,11,1988-07-11 00:00:00,1988-07-19 12:00:00
"1515",1988,198804,"­S©g²ï","VANESSA",5,"---",23,0,0,0,1988-06-24 12:00:00,1988-06-29 00:00:00
"1517",1988,198803,"ÁÉ¼w","THAD",6,"---",36,0,0,0,1988-06-18 06:00:00,1988-06-24 18:00:00
"1519",1988,198802,"Ä¬¬À","SUSAN",5,"---",41,0,0,9,1988-05-29 00:00:00,1988-06-03 18:00:00
"1521",1988,198801,"Ã¹¨Ì","ROY",13,"---",59,0,0,0,1988-01-05 06:00:00,1988-01-18 00:00:00
"1523",1987,198724,"¶O²úµ·","PHYLLIS",11,"---",51,0,0,0,1987-12-09 00:00:00,1987-12-20 06:00:00
"1525",1987,198723,"¶ø§J¹y","OGDEN",5,"---",23,0,0,0,1987-11-20 18:00:00,1987-11-25 12:00:00
"1527",1987,198722,"©g®R","NINA",13,"---",74,0,0,0,1987-11-17 00:00:00,1987-11-30 06:00:00
"1529",1987,198721,"²ö·ç","MAURY",12,"---",23,0,0,0,1987-11-07 00:00:00,1987-11-19 12:00:00
"1531",1987,198720,"µY®¦","LYNN",14,"---",72,0,0,20,1987-10-14 18:00:00,1987-10-28 06:00:00
"1533",1987,198719,"³Í¥ß","KELLY",8,"---",48,0,0,0,1987-10-09 18:00:00,1987-10-17 00:00:00
"1535",1987,198718,"¸Ê®¦","JUNE",5,"---",20,0,0,0,1987-09-27 12:00:00,1987-10-02 00:00:00
"1537",1987,198717,"¨Ø³Í","PEKE",12,"---",51,0,0,0,1987-09-21 00:00:00,1987-10-03 18:00:00
"1539",1987,198716,"¥ì®¦","IAN",12,"---",56,0,0,0,1987-09-22 12:00:00,1987-10-04 00:00:00
"1541",1987,198715,"°qÄR","HOLLY",13,"---",72,0,0,0,1987-09-02 06:00:00,1987-09-15 18:00:00
"1543",1987,198714,"³Ç¾|±o","GERALD",7,"---",54,0,0,15,1987-09-04 00:00:00,1987-09-11 00:00:00
"1545",1987,198713,"ªÜ·ç¹F","FREDA",14,"---",64,0,0,0,1987-09-03 18:00:00,1987-09-17 12:00:00
"1547",1987,198712,"¦ã¼w","ED",7,"---",18,0,0,0,1987-08-21 00:00:00,1987-08-28 18:00:00
"1549",1987,198711,"ÂL¯Ç","DINAH",12,"---",66,0,0,12,1987-08-19 06:00:00,1987-08-31 06:00:00
"1551",1987,198710,"³Í·ç","CARY",16,"---",43,0,0,16,1987-08-08 06:00:00,1987-08-24 12:00:00
"1553",1987,198709,"¨©¸¦","BETTY",10,"---",72,0,0,0,1987-08-07 00:00:00,1987-08-17 06:00:00
"1555",1987,198708,"¨È¤O¤h","ALEX",9,"---",33,0,0,10,1987-07-21 00:00:00,1987-07-30 00:00:00
"1557",1987,198707,"ÃQ®¦","WYNNE",14,"---",64,0,0,0,1987-07-18 12:00:00,1987-08-01 12:00:00
"1559",1987,198706,"¶O«n","VERNON",7,"---",33,0,0,11,1987-07-15 06:00:00,1987-07-22 00:00:00
"1561",1987,198705,"ÁÉ¬¥º¿","THELMA",10,"---",66,0,0,16,1987-07-06 12:00:00,1987-07-16 12:00:00
"1563",1987,198704,"´µºÑ·ç","SPERRY",7,"---",38,0,0,0,1987-06-25 06:00:00,1987-07-02 00:00:00
"1565",1987,198703,"¾|µ·","RUTH",2,"---",18,0,0,0,1987-06-17 00:00:00,1987-06-19 18:00:00
"1567",1987,198702,"¬Ä¦è","PERCY",12,"---",20,0,0,0,1987-04-03 06:00:00,1987-04-15 00:00:00
"1569",1987,198701,"¼Ú³Í¯S","ORCHID",8,"---",48,0,0,0,1987-01-06 12:00:00,1987-01-14 00:00:00
"1571",1986,198626,"¿Õ·ç´µ","NORRIS",11,"---",46,0,0,0,1986-12-21 18:00:00,1987-01-01 06:00:00
"1573",1986,198625,"º¿ªÛ","MARGE",9,"---",48,0,0,0,1986-12-14 06:00:00,1986-12-23 12:00:00
"1575",1986,198624,"°Ç§J´µ","LEX",6,"---",20,0,0,0,1986-12-03 18:00:00,1986-12-09 06:00:00
"1577",1986,198623,"¶}±ö","KIM",15,"---",69,0,0,0,1986-11-28 06:00:00,1986-12-13 00:00:00
"1579",1986,198622,"³ì¨Ì","JOE",7,"---",51,0,0,0,1986-11-18 18:00:00,1986-11-25 00:00:00
"1581",1986,198621,"¦ã¹F","IDA",6,"---",28,0,0,0,1986-11-10 18:00:00,1986-11-16 06:00:00
"1583",1986,198620,"¶P§B¯S","HERBERT",4,"---",30,0,0,0,1986-11-07 18:00:00,1986-11-11 18:00:00
"1585",1986,198619,"³ìµX¨È","GEORGIA",4,"---",28,0,0,0,1986-10-18 06:00:00,1986-10-22 18:00:00
"1587",1986,198618,"¦ò·ç¯S","FORREST",5,"---",56,0,0,0,1986-10-15 18:00:00,1986-10-20 12:00:00
"1589",1986,198617,"¦ã­Û","ELLEN",8,"---",41,0,0,14,1986-10-11 00:00:00,1986-10-19 00:00:00
"1591",1986,198616,"­ð©i","DOM",3,"---",23,0,0,0,1986-10-09 00:00:00,1986-10-12 00:00:00
"1593",1986,198615,"¥dªù","CARMEN",6,"---",51,0,0,0,1986-10-02 00:00:00,1986-10-08 12:00:00
"1595",1986,198614,"¯Z®¦","BEN",11,"---",61,0,0,0,1986-09-19 00:00:00,1986-09-30 06:00:00
"1597",1986,198613,"¦ã¨©","ABBY",7,"---",48,0,0,18,1986-09-13 06:00:00,1986-09-20 12:00:00
"1599",1986,198612,"­³®¦","WAYNE",21,"---",46,0,0,26,1986-08-16 12:00:00,1986-09-06 06:00:00
"1601",1986,198611,"Á¨©Ô","VERA",12,"---",56,0,0,10,1986-08-17 12:00:00,1986-08-29 06:00:00
"1603",1986,198610,"¨f´¶","TIP",12,"---",41,0,0,0,1986-08-13 06:00:00,1986-08-25 00:00:00
"1605",1986,198609,"²ï©Ô","SARAH",5,"---",28,0,0,9,1986-07-30 12:00:00,1986-08-04 18:00:00
"1607",1986,198608,"Ã¹ªN","ROGER",4,"---",43,0,0,0,1986-07-13 00:00:00,1986-07-17 12:00:00
"1609",1986,198607,"¨Ø®V","PEGGY",8,"---",72,0,0,18,1986-07-03 00:00:00,1986-07-11 12:00:00
"1611",1986,198606,"¶ø¤å","OWEN",4,"---",25,0,0,0,1986-06-28 00:00:00,1986-07-02 06:00:00
"1613",1986,198605,"«n¬I","NANCY",4,"---",41,0,0,9,1986-06-21 18:00:00,1986-06-25 06:00:00
"1615",1986,198604,"³Á§J","MAC",5,"---",23,0,0,0,1986-05-24 00:00:00,1986-05-29 12:00:00
"1617",1986,198603,"Ã¹©Ô","LOLA",6,"---",77,0,0,0,1986-05-17 00:00:00,1986-05-23 06:00:00
"1619",1986,198602,"ªÖ®¦","KEN",7,"---",46,0,0,0,1986-04-26 18:00:00,1986-05-03 00:00:00
"1621",1986,198601,"¯ü­}","JUDY",5,"---",43,0,0,0,1986-02-01 00:00:00,1986-02-06 00:00:00
"1623",1985,198526,"¼Ú±Ó","IRVING",6,"---",30,0,0,0,1985-12-16 06:00:00,1985-12-22 00:00:00
"1625",1985,198525,"¶P´¶","HOPE",7,"---",51,0,0,0,1985-12-17 00:00:00,1985-12-24 00:00:00
"1627",1985,198524,"¤àµn","GORDON",7,"---",23,0,0,0,1985-11-19 18:00:00,1985-11-26 00:00:00
"1629",1985,198523,"¶O¨Ì","FAYE",9,"---",51,0,0,0,1985-10-23 00:00:00,1985-11-01 06:00:00
"1631",1985,198522,"¦ã°Ç¤h","ELLIS",5,"---",25,0,0,0,1985-10-15 00:00:00,1985-10-20 00:00:00
"1633",1985,198521,"ÂL¯S","DOT",10,"---",77,0,0,0,1985-10-11 18:00:00,1985-10-21 18:00:00
"1635",1985,198520,"¦è¥K","CECIL",4,"---",51,0,0,0,1985-10-12 06:00:00,1985-10-16 12:00:00
"1637",1985,198519,"¥ÕÄõÂL","BRENDA",6,"---",46,0,0,11,1985-09-29 06:00:00,1985-10-05 06:00:00
"1639",1985,198518,"¦w­}","ANDY",5,"---",36,0,0,0,1985-09-27 00:00:00,1985-10-02 00:00:00
"1641",1985,198517,"·Å¿Õ®R","WINONA",3,"---",25,0,0,0,1985-09-19 00:00:00,1985-09-22 06:00:00
"1643",1985,198516,"½Ã¶ø","VAL",5,"---",25,0,0,11,1985-09-13 06:00:00,1985-09-18 00:00:00
"1645",1985,198515,"¸¦µ·","TESS",6,"---",38,0,0,7,1985-08-31 18:00:00,1985-09-06 06:00:00
"1647",1985,198514,"´µ³Í´¶","SKIP",8,"---",41,0,0,0,1985-08-30 18:00:00,1985-09-07 18:00:00
"1649",1985,198513,"¾|ºÑ","RUBY",4,"---",28,0,0,0,1985-08-27 00:00:00,1985-08-31 06:00:00
"1651",1985,198512,"¬£¯S","PAT",4,"---",48,0,0,12,1985-08-27 00:00:00,1985-08-31 18:00:00
"1653",1985,198511,"¼ÚÂL²ï","ODESSA",9,"---",46,0,0,0,1985-08-23 00:00:00,1985-09-01 06:00:00
"1655",1985,198510,"¥§º¸´Ë","NELSON",7,"---",48,0,0,15,1985-08-17 00:00:00,1985-08-24 06:00:00
"1657",1985,198509,"º¿¬ü","MAMIE",5,"---",36,0,0,0,1985-08-15 06:00:00,1985-08-20 00:00:00
"1659",1985,198508,"§õ¤¨","LEE",4,"---",30,0,0,0,1985-08-10 06:00:00,1985-08-14 12:00:00
"1661",1985,198507,"§J¸¦","KIT",11,"---",43,0,0,0,1985-07-31 06:00:00,1985-08-11 00:00:00
"1663",1985,198506,"³Ç¤Ò","JEFF",12,"---",38,0,0,11,1985-07-21 00:00:00,1985-08-02 00:00:00
"1665",1985,198505,"¥ìº¿","IRMA",7,"---",46,0,0,0,1985-06-24 12:00:00,1985-07-01 06:00:00
"1667",1985,198504,"®üº¸","HAL",6,"---",51,0,0,12,1985-06-19 06:00:00,1985-06-25 06:00:00
"1669",1985,198503,"»\¨Ì","GAY",6,"---",51,0,0,0,1985-05-20 00:00:00,1985-05-26 06:00:00
"1671",1985,198502,"¶O»«","FABIAN",5,"---",28,0,0,0,1985-01-08 06:00:00,1985-01-13 00:00:00
"1673",1985,198501,"¦ãº¸¦è","ELSIE",3,"---",20,0,0,0,1985-01-06 00:00:00,1985-01-09 00:00:00
"1675",1984,198427,"§ùº¸","DOYLE",9,"---",64,0,0,0,1984-12-02 06:00:00,1984-12-11 06:00:00
"1677",1984,198426,"¸¯µÜ©Ô","CLARA",7,"---",56,0,0,0,1984-11-14 00:00:00,1984-11-21 12:00:00
"1679",1984,198425,"¤ñº¸","BILL",14,"---",66,0,0,6,1984-11-08 00:00:00,1984-11-22 00:00:00
"1681",1984,198424,"¦ã©gµ·","AGNES",9,"---",61,0,0,0,1984-10-30 12:00:00,1984-11-08 12:00:00
"1683",1984,198423,"µØ­Û","WARREN",9,"---",33,0,0,0,1984-10-23 00:00:00,1984-11-01 06:00:00
"1685",1984,198422,"­S©g²ï","VANESSA",8,"---",79,0,0,0,1984-10-22 00:00:00,1984-10-30 06:00:00
"1687",1984,198421,"ÁÉ¼w","THAD",6,"---",61,0,0,0,1984-10-18 06:00:00,1984-10-24 00:00:00
"1689",1984,198420,"Ä¬¬À","SUSAN",2,"---",20,0,0,0,1984-10-11 06:00:00,1984-10-13 00:00:00
"1691",1984,198419,"Ã¹¨Ì","ROY",3,"---",18,0,0,0,1984-10-09 18:00:00,1984-10-12 18:00:00
"1693",1984,198418,"¶O²úµ·","PHYLLIS",5,"---",41,0,0,0,1984-10-09 12:00:00,1984-10-14 00:00:00
"1695",1984,198417,"¶ø§J¹y","OGDEN",2,"---",36,0,0,0,1984-10-07 00:00:00,1984-10-09 18:00:00
"1697",1984,198416,"©g®R","NINA",4,"---",28,0,0,0,1984-09-27 12:00:00,1984-10-01 12:00:00
"1699",1984,198415,"²ö·ç","MAURY",4,"---",30,0,0,0,1984-09-27 12:00:00,1984-10-01 00:00:00
"1701",1984,198414,"µY®¦","LYNN",3,"---",20,0,0,0,1984-09-24 00:00:00,1984-09-27 18:00:00
"1703",1984,198413,"³Í¥ß","KELLY",5,"---",38,0,0,0,1984-09-13 00:00:00,1984-09-18 00:00:00
"1705",1984,198412,"¸Ê®¦","JUNE",3,"---",30,0,0,11,1984-08-28 00:00:00,1984-08-31 00:00:00
"1707",1984,198411,"¦ã§J","IKE",11,"---",64,0,0,0,1984-08-26 00:00:00,1984-09-06 12:00:00
"1709",1984,198410,"°qÄR","HOLLY",8,"---",38,0,0,10,1984-08-14 12:00:00,1984-08-22 00:00:00
"1711",1984,198409,"³Ç¾|±o","GERALD",6,"---",28,0,0,12,1984-08-15 12:00:00,1984-08-21 18:00:00
"1713",1984,198408,"ªÜ·ç¹F","FREDA",5,"---",28,0,0,8,1984-08-04 00:00:00,1984-08-09 18:00:00
"1715",1984,198407,"¦ã¼w","ED",8,"---",51,0,0,0,1984-07-25 06:00:00,1984-08-02 06:00:00
"1717",1984,198406,"ÂL¯Ç","DINAH",11,"---",64,0,0,0,1984-07-21 18:00:00,1984-08-01 18:00:00
"1719",1984,198405,"³Í·ç","CARY",9,"---",46,0,0,0,1984-07-05 06:00:00,1984-07-14 06:00:00
"1721",1984,198404,"¨©¸¦","BETTY",5,"---",28,0,0,0,1984-07-04 18:00:00,1984-07-09 18:00:00
"1723",1984,198403,"¨È¤O¤h","ALEX",4,"---",38,0,0,8,1984-07-01 00:00:00,1984-07-05 06:00:00
"1725",1984,198402,"ÃQ®¦","WYNNE",8,"---",30,0,0,13,1984-06-18 06:00:00,1984-06-26 00:00:00
"1727",1984,198401,"¶O«n","VERNON",4,"---",20,0,0,0,1984-06-07 18:00:00,1984-06-11 00:00:00
"1729",1983,198323,"ÁÉ¬¥º¿","THELMA",4,"---",28,0,0,0,1983-12-14 12:00:00,1983-12-18 06:00:00
"1731",1983,198322,"´µºÑ·ç","SPEREY",3,"---",28,0,0,0,1983-12-02 18:00:00,1983-12-05 00:00:00
"1733",1983,198321,"¾|µ·","RUTH",9,"---",30,0,0,0,1983-11-21 06:00:00,1983-11-30 12:00:00
"1735",1983,198320,"¬Ä¦è","PERCY",6,"---",36,0,0,0,1983-11-18 00:00:00,1983-11-24 18:00:00
"1737",1983,198319,"¼Ú³Í¯S","ORCHID",13,"---",66,0,0,0,1983-11-14 12:00:00,1983-11-27 00:00:00
"1739",1983,198318,"¿Õ·ç´µ","NORRIS",2,"---",25,0,0,0,1983-11-08 00:00:00,1983-11-10 12:00:00
"1741",1983,198317,"º¿ªÛ","MARGE",8,"---",77,0,0,0,1983-10-30 12:00:00,1983-11-07 00:00:00
"1743",1983,198316,"°Ç§J´µ","LEX",4,"---",36,0,0,0,1983-10-22 00:00:00,1983-10-26 06:00:00
"1745",1983,198315,"¶}±ö","KIM",4,"---",20,0,0,0,1983-10-14 18:00:00,1983-10-18 06:00:00
"1747",1983,198314,"³ì¥ì","JOE",6,"---",33,0,0,0,1983-10-08 06:00:00,1983-10-14 00:00:00
"1749",1983,198313,"¦ã¹F","IDA",5,"---",33,0,0,0,1983-10-06 12:00:00,1983-10-11 06:00:00
